Chr	GeneID	Start	Stop	CodingLength	S15_GeneCount	S15_RPKM
chr1	Acbd6	155558120	155687233	1942	188	11.5685425512951
chr1	Ackr1	173331886	173333503	1158	59	6.08854439258023
chr1	Ackr3	90203980	90215722	2319	436	22.4675525049594
chr1	Acmsd	127729413	127767564	2303	2	0.103778187722836
chr1	Acsl3	78657825	78707743	3950	1625	49.161632313829
chr1	Actr1b	36699202	36709925	2077	744	42.8061790434075
chr1	Actr3	125392905	125435727	2746	2520	109.665502392706
chr1	Adam23	63445904	63596515	6877	48	0.834088700278697
chr1	Adamts4	171250422	171259922	3673	877	28.5330823397266
chr1	Adck3	180165238	180196020	4076	30	0.879543055663733
chr1	Adcy10	165485183	165576773	5209	0	0
chr1	Adhfe1	9548046	9577968	3139	66	2.51259588682632
chr1	Adipor1	134415467	134432341	2024	1590	93.8764462593502
chr1	Adora1	134199215	134235457	5819	571	11.7262129207742
chr1	Adss	177763178	177796509	2553	1161	54.3439784771109
chr1	Aff3	38175991	38664955	7349	34	0.552867033274835
chr1	Agap1	89454811	89895282	9581	670	8.35668413726195
chr1	Agfg1	82839483	82896275	3137	970	36.95108883263
chr1	Agxt	93135240	93145421	1553	0	0
chr1	Ahctf1	179744904	179804015	8831	1236	16.725480782389
chr1	Aida	183297060	183324501	3293	1269	46.051090201534
chr1	Aim2	173420604	173466036	2537	21	0.989165252826079
chr1	Akp3	87125008	87127912	1680	1	0.071131299501694
chr1	Akr1cl	65013086	65032748	1353	0	0
chr1	Akt3	177022115	177248767	4735	1133	28.5943317261889
chr1	Aldh9a1	167349991	167368530	2833	468	19.7410070314902
chr1	Alpi	87098002	87101606	2337	0	0
chr1	Alppl2	87086691	87089928	2112	0	0
chr1	Als2	59162756	59237231	7024	615	10.4631062991387
chr1	Als2cr11	59050506	59094900	2131	0	0
chr1	Als2cr12	58658120	58695989	1576	19	1.44067961934903
chr1	Alyref2	171503478	171504750	1273	21	1.9713371927885
chr1	Amer3	34579693	34590944	4356	11	0.301769149401126
chr1	Angel2	190925108	190946491	3349	396	14.13025707151
chr1	Angptl1	156839023	156861079	2191	4	0.218166286011585
chr1	Ankar	72642980	72700564	4573	0	0
chr1	Ankmy1	92870129	92902906	3243	0	0
chr1	Ankrd23	36530534	36535729	1954	24	1.46776560691315
chr1	Ankrd39	36538173	36547201	1786	38	2.54256559920949
chr1	Ankrd44	54645340	54926387	6140	438	8.52463443409226
chr1	Ankrd45	161142712	161170507	3723	19	0.609860617806627
chr1	Ankzf1	75192160	75199385	3050	88	3.44788567814113
chr1	Ano7	93373896	93404304	4019	0	0
chr1	Aox1	58029969	58106410	4382	245	6.6813425091048
chr1	Aox2	58278326	58379264	4776	0	0
chr1	Aox3	58113136	58200452	4360	0	0
chr1	Aox4	58210397	58268596	4972	0	0
chr1	Ap1s3	79606876	79671972	2876	139	5.77558451308608
chr1	Apcs	172893961	172895054	984	0	0
chr1	Apoa2	171225054	171226379	521	1	0.229367722001623
chr1	Apobec4	152750551	152757544	1566	0	0
chr1	Apol7d	71653335	71662843	1193	0	0
chr1	Aqp12	93006334	93012269	1088	0	0
chr1	Arfgef1	10137507	10232670	7042	953	16.1721181133474
chr1	Arhgap30	171388960	171410239	4487	88	2.34367089777812
chr1	Arhgef4	34801722	34812754	2714	33	1.45302846144949
chr1	Arid5a	36307733	36324029	5794	241	4.97059726307315
chr1	Arl4c	88698226	88702191	3966	1378	41.5208783657089
chr1	Arl8a	135146834	135156268	1702	707	49.6397839577744
chr1	Armc9	86154780	86278284	5256	103	2.34181127583202
chr1	Arpc2	74236550	74268213	1597	2117	158.411230153879
chr1	Arpc5	152766542	152775580	1897	1077	67.8450859601397
chr1	Asb1	91540565	91559590	6072	116	2.28294921720852
chr1	Asb18	89952678	90014577	1404	0	0
chr1	Ascl5	136050804	136051370	567	0	0
chr1	Asic4	75450510	75474340	2650	26	1.17245855178641
chr1	Asnsd1	53344617	53352752	2442	517	25.2996730119538
chr1	Aspm	139454773	139494088	9866	599	7.25530603228711
chr1	Astn1	158362304	158691786	7224	18	0.297758928146626
chr1	Atf3	191170297	191183333	1976	111	6.71283640236634
chr1	Atf6	170704457	170867771	7463	850	13.6105447793674
chr1	Atg16l1	87756011	87792428	3180	303	11.3863763202334
chr1	Atg4b	93755033	93789529	2964	334	13.4659901404826
chr1	Atg9a	75180861	75192010	4107	432	12.5698202888603
chr1	Atic	71557156	71579403	2611	842	38.5367640839204
chr1	Atp1a2	172271709	172298064	6227	18886	362.435846091779
chr1	Atp1a4	172223508	172258424	3485	3	0.10286994246443
chr1	Atp1b1	164437099	164458355	2590	396	18.2711316341648
chr1	Atp2b4	133702674	133753747	8292	967	13.9359700818225
chr1	Atp6v1g3	138273738	138289462	1887	0	0
chr1	Atp6v1h	5083173	5162549	1976	351	21.2270772723476
chr1	Avpr1b	131599114	131612000	4148	0	0
chr1	B230216N24Rik	98031123	98047793	1178	0	0
chr1	B3galt2	143640697	143649937	4578	27	0.704787187723206
chr1	B3gat2	23761926	23847858	4355	5	0.137199291805793
chr1	B3gnt7	86303221	86307305	2595	96	4.42083082220933
chr1	B4galt3	171270328	171276895	1998	354	21.1727759958195
chr1	BC003331	150361311	150393055	3242	437	16.1078824312658
chr1	BC026585	157458582	157488733	1289	112	10.3832934943667
chr1	BC055324	163954008	163994781	2910	101	4.14761474207815
chr1	BC055402	57200645	57214996	3304	0	0
chr1	BC094916	173521311	173535957	1294	0	0
chr1	Bag2	33745484	33757750	1815	110	7.24245958562702
chr1	Bai3	25067476	25829707	5522	36	0.779069357816452
chr1	Bard1	71027535	71102972	5448	277	6.07592906316231
chr1	Batf3	191098414	191108943	712	11	1.84621687470689
chr1	Bcl2	106538178	106714290	7738	260	4.01526901296716
chr1	Bcs1l	74588361	74592443	1829	127	8.29774415619542
chr1	Becn2	175920329	175922225	1789	5	0.333987096598228
chr1	Bend6	33852052	33907621	2292	79	4.11891189784678
chr1	Bivm	44119968	44144771	3571	179	5.99008803868648
chr1	Blzf1	164289800	164307484	4035	114	3.37622465441498
chr1	Bmpr2	59764279	59878081	11087	1966	21.1904163883968
chr1	Bok	93685694	93695762	1432	67	5.59115856977002
chr1	Boll	55300069	55363469	1258	0	0
chr1	Bpnt1	185332159	185357769	2182	299	16.3751944847346
chr1	Brinp2	158245269	158356260	4101	4	0.116557506132988
chr1	Brinp3	146495666	146902472	3172	0	0
chr1	Brox	183276342	183297008	3456	486	16.8047695072752
chr1	Btg2	134074865	134079155	3083	463	17.9464060993829
chr1	Bzw1	58393136	58406548	2833	2430	102.501382663507
chr1	C030007H22Rik	89360344	89406133	589	0	0
chr1	C130026I21Rik	85246344	85270566	1971	11	0.666923599589703
chr1	C130036L24Rik	86359574	86367964	1266	7	0.660745720489669
chr1	C130074G19Rik	184871926	184883036	2853	8	0.335087509745099
chr1	C1ql2	120340582	120343174	2000	26	1.553507581117
chr1	C230024C17Rik	153721240	153737829	3337	4	0.14324313234983
chr1	C4bp	130635921	130661618	1883	0	0
chr1	C4bp-ps1	130670202	130681571	754	4	0.63395534834401
chr1	C730036E19Rik	151138034	151144095	2640	4	0.181061489640676
chr1	Cab39	85793447	85851577	3800	909	28.5857973934281
chr1	Cacna1e	154392519	154725920	12697	35	0.32941012921947
chr1	Cacna1s	136052901	136119822	6260	26	0.496328300676357
chr1	Cacybp	160202367	160212892	2115	899	50.7948105264295
chr1	Cadm3	173334254	173367695	4159	150	4.30995130426229
chr1	Camk1g	193346346	193370282	2453	0	0
chr1	Camsap2	136268123	136346104	7823	1324	20.2248206707923
chr1	Capn10	92934408	92947948	2877	96	3.98750642462051
chr1	Capn2	182467259	182517483	3185	2936	110.158151386535
chr1	Capn8	182565007	182632352	3705	0	0
chr1	Carf	60098247	60153953	5789	78	1.6101305038352
chr1	Casp8	58795374	58847503	2893	420	17.3488575625286
chr1	Casq1	172209894	172219895	1874	18	1.1478177678395
chr1	Catip	74362108	74369321	2101	6	0.341267729165671
chr1	Ccdc108	74902080	74935599	5718	0	0
chr1	Ccdc115	34436670	34439672	1705	118	8.27042159132892
chr1	Ccdc121	181509633	181511451	1819	0	0
chr1	Ccdc150	54250683	54368727	3807	16	0.502235180090763
chr1	Ccdc181	164275598	164287847	1896	115	7.24818937960299
chr1	Ccdc185	182747126	182749180	2055	0	0
chr1	Ccdc19	172521130	172545870	1822	2	0.13117517361454
chr1	Ccdc93	121431067	121506460	7256	281	4.62784783196798
chr1	Ccl20	83116766	83119167	802	0	0
chr1	Ccnt2	127774164	127804837	3514	253	8.60376993175868
chr1	Ccnyl1	64691345	64725642	2925	517	21.1219834171594
chr1	Cd244	171559193	171585316	3758	18	0.57238171818287
chr1	Cd247	165788681	165871153	4604	11	0.285513991049371
chr1	Cd28	60746388	60773359	4317	5	0.138406976097806
chr1	Cd34	194938821	194961292	2621	67	3.05476500263665
chr1	Cd46	195041900	195092248	1213	10	0.985165566058086
chr1	Cd48	171682055	171705257	1142	6	0.627848948316178
chr1	Cd55	130439030	130462740	2526	5	0.236541138485443
chr1	Cd84	171839697	171890718	6253	113	2.15953396727996
chr1	Cdc42bpa	179961089	180165602	8656	4151	57.3067144996503
chr1	Cdc73	143607499	143702684	2678	338	15.0825978749223
chr1	Cdh19	110889195	110977372	3054	22	0.860842445835825
chr1	Cdh20	104768819	104995481	3722	191	6.13235125849101
chr1	Cdh7	109983737	110139001	3353	0	0
chr1	Cdk15	59256907	59352369	1477	7	0.566353474705431
chr1	Cdk18	132113547	132139685	3046	70	2.74623795843704
chr1	Cdk5r2	74855029	74857732	2704	66	2.91680417483278
chr1	Celrr	121087405	121120975	1580	0	0
chr1	Cenpf	189640614	189688086	11122	1408	15.1282881759834
chr1	Cenpl	161070892	161086343	4327	50	1.38087107884037
chr1	Cep170	176733653	176807124	6930	786	13.5537457959591
chr1	Cep350	155844964	155973255	13307	737	6.61846620508134
chr1	Cfc1	34535648	34544311	1038	0	0
chr1	Cfh	140085855	140183411	4365	333	9.11653933407277
chr1	Cfhr1	139547064	139560222	1732	0	0
chr1	Cfhr2	139810292	139858699	1602	0	0
chr1	Cflar	58711508	58759203	8218	1092	15.8791234867155
chr1	Chil1	134182404	134190031	1689	36361	2572.6232708018
chr1	Chit1	134111242	134151540	1851	2	0.129120025027386
chr1	Chml	175682238	175688353	6116	164	3.20439758644649
chr1	Chpf	75474569	75479471	3235	1051	38.8238370646525
chr1	Chrnd	87190597	87200070	2965	0	0
chr1	Chrng	87205811	87211835	1921	0	0
chr1	Chst10	38863873	38898160	3119	73	2.79690367774535
chr1	Clasp1	118389058	118609462	7899	1282	19.3948281573324
chr1	Clk1	58411988	58424088	3088	505	19.5426795651675
chr1	Cnga3	37218278	37263384	3832	27	0.841992626669321
chr1	Cnih3	181352628	181460641	2727	0	0
chr1	Cnih4	181150931	181168994	3268	385	14.0782510764063
chr1	Cnnm3	36511876	36528237	5283	262	5.92639651498497
chr1	Cnnm4	36471597	36508776	4582	307	8.00669555455995
chr1	Cnot11	39535802	39546877	3166	356	13.4372102356201
chr1	Cnppd1	75135215	75142368	2738	317	13.8355313596136
chr1	Cnst	179546529	179627473	4545	278	7.30938660490014
chr1	Cntn2	132509425	132542940	9535	29	0.363452219373102
chr1	Cntnap5a	115685137	116580674	3915	3	0.0915713280941347
chr1	Cntnap5b	99772765	100485942	5120	0	0
chr1	Coa5	37417085	37430103	3862	1119	34.624845302751
chr1	Col19a1	24257683	24587437	10542	13	0.147363648370043
chr1	Col3a1	45311538	45349706	5564	306	6.5721025247719
chr1	Col4a3	82586921	82722059	8609	3363	46.6814335203451
chr1	Col4a4	82450723	82586849	7808	1224	18.7331856802412
chr1	Col5a2	45374331	45503282	6615	70	1.26455643558567
chr1	Col6a3	90766860	90843971	10841	408	4.49739303850578
chr1	Col9a1	24177610	24252738	4143	336	9.69157517323587
chr1	Colgalt2	152399867	152510695	4056	182	5.36220565474308
chr1	Copa	172082529	172122332	4629	3899	100.655168233298
chr1	Cops5	10024600	10038159	1739	483	33.190788768059
chr1	Cops7b	86587100	86606500	2231	85	4.55291329844998
chr1	Cops8	90603425	90613341	1843	556	36.0511797279123
chr1	Coq10b	55052770	55072702	1733	396	27.3065383338067
chr1	Cox20	178319153	178322693	448	214	57.0828678501094
chr1	Cox5b	36691487	36693388	569	475	99.7588348020242
chr1	Cpa6	10324719	10719945	1940	4	0.24639295497494
chr1	Cps1	67123027	67231267	5562	0	0
chr1	Cr1l	195103788	195131570	1662	363	26.1003078749176
chr1	Cr2	195136811	195176715	6207	1	0.0192525508559442
chr1	Crb1	139198254	139377076	4702	102	2.59231379893881
chr1	Creb1	64532804	64604548	8421	680	9.64973240122731
chr1	Creg1	165763780	165775304	2125	701	39.4211335516023
chr1	Creg2	39618406	39651182	5799	66	1.36006871680425
chr1	Crisp4	18115191	18137051	1192	0	0
chr1	Crispld1	17727417	17766207	4006	3	0.0894912005712775
chr1	Crp	172698056	172699966	1698	0	0
chr1	Cryba2	74889934	74893143	720	1647	273.35758398501
chr1	Cryga	65100389	65103363	615	1	0.194309891321701
chr1	Crygb	65080222	65082290	633	93	17.5569577158683
chr1	Crygc	65071525	65073532	629	67	12.7289969346752
chr1	Crygd	65061838	65063440	635	27	5.08112715810526
chr1	Cryge	65048557	65051163	642	0	0
chr1	Crygf	65926522	65928304	622	0	0
chr1	Cspp1	10038218	10136768	4354	170	4.6658472985034
chr1	Csrp1	135729197	135752229	1770	821	55.4293665405065
chr1	Ctdsp1	74391609	74397285	2776	1276	54.928942404824
chr1	Ctla4	60909025	60915832	1933	0	0
chr1	Ctse	131638314	131675507	2120	15	0.845522994076739
chr1	Cul3	80266818	80340430	2764	1384	59.8367608890661
chr1	Cxcr1	74191786	74194631	1124	0	0
chr1	Cxcr2	74153994	74161246	3043	251	9.85693275513451
chr1	Cxcr4	128588199	128592299	1814	113	7.44408263362821
chr1	Cyb5r1	134405990	134411738	1626	326	23.958911507434
chr1	Cyp20a1	60343372	60387387	1501	206	16.4004797678523
chr1	Cyp27a1	74713574	74737890	1890	8	0.505822574234268
chr1	D030040B21Rik	16657552	16662278	2788	1	0.0428624760268457
chr1	D1Ertd622e	97643902	97662018	2738	245	10.6930762873986
chr1	D1Pas1	186967416	186970627	3212	0	0
chr1	D2hgdh	93825240	93852174	3058	94	3.67333381860939
chr1	D530049I02Rik	73398968	73430779	551	0	0
chr1	D630023F18Rik	65105285	65123214	2667	8	0.358456942370741
chr1	D830032E09Rik	107917259	107950947	2219	0	0
chr1	Daf2	130388528	130422999	1324	0	0
chr1	Dars	128363707	128417416	2509	601	28.6248905862377
chr1	Dars2	161040613	161070632	3581	178	5.93998989192588
chr1	Daw1	83159762	83210572	1668	0	0
chr1	Dbi	120113280	120121096	745	2016	323.373390142681
chr1	Dcaf6	165329501	165460463	3305	260	9.40095359223598
chr1	Dcaf8	172148015	172196393	3743	914	29.1807461957898
chr1	Ddr2	169972307	170088944	8290	3328	47.9732136026479
chr1	Ddx18	121553835	121567980	2249	427	22.6886389553291
chr1	Ddx59	136415271	136440220	2228	100	5.36358093190511
chr1	Dedd	171329145	171342501	2733	348	15.2163201392866
chr1	Defb18	18236473	18237443	258	0	0
chr1	Defb41	18250978	18265138	469	0	0
chr1	Defb44-ps	18210053	18223564	222	0	0
chr1	Degs1	182275770	182282759	2005	1154	68.7798867680419
chr1	Dennd1b	138963709	139176042	8313	391	5.62068182565532
chr1	Des	75360292	75368579	3065	10	0.389887710156104
chr1	Desi2	178187417	178252597	4213	248	7.03445160797194
chr1	Dgkd	87853287	87944489	5694	580	12.172521642861
chr1	Dhx9	153455758	153487660	4613	2951	76.4461783901058
chr1	Diexf	193104403	193130251	5548	167	3.59707955807413
chr1	Dis3l2	86703804	87050097	3171	201	7.57477679461748
chr1	Disp1	183086264	183221529	5208	220	5.04802770657183
chr1	Dnah7a	53397002	53706784	12272	0	0
chr1	Dnah7b	46066738	46373550	12318	22	0.213428545996315
chr1	Dnajb2	75236423	75245692	3203	434	16.1920865103575
chr1	Dnajb3	88204732	88205748	1017	6	0.705018189751303
chr1	Dner	84369839	84696221	3632	92	3.02699715060072
chr1	Dnm3	161987302	162478034	7523	73	1.15958295505619
chr1	Dnm3os	162217623	162225550	7928	0	0
chr1	Dnpep	75308565	75317637	1946	295	18.1154532543882
chr1	Dock10	80501068	80758553	7552	50	0.791185005050621
chr1	Dpp10	123332138	124045559	4630	1	0.025810061158282
chr1	Dpt	164796732	164824266	1636	0	0
chr1	Dsel	111858702	111864918	5763	198	4.10569416384582
chr1	Dst	33908225	34308662	30001	5465	21.7682972895888
chr1	Dstyk	132417453	132466959	6385	420	7.86064916654585
chr1	Dtl	191537365	191575534	4202	408	11.6031027916328
chr1	Dtymk	93792576	93801934	1310	358	32.657411276564
chr1	Dusp10	184034461	184075636	2712	153	6.74173643949683
chr1	Dusp12	170874188	170885540	1374	46	4.0007473256848
chr1	Dusp23	172630769	172632974	1417	40	3.37334038568372
chr1	Dusp27	166098148	166127898	4025	5	0.14844792939484
chr1	Dusp28	92906989	92908620	1491	111	8.89642168415553
chr1	Dyrk3	131128441	131138234	2072	124	7.15157930125139
chr1	Dytn	63622851	63686927	2427	0	0
chr1	E330020D12Rik	153404186	153414233	2827	26	1.09905028731305
chr1	Ecel1	87147655	87156356	2985	25	1.00084240504896
chr1	Edem3	151755374	151822328	6604	678	12.2685335227755
chr1	Eef1b2	63176831	63180486	1933	1736	107.321786016917
chr1	Efcab2	178405881	178483249	2538	62	2.91924198427756
chr1	Efhc1	20951626	20990841	2208	13	0.703581332027625
chr1	Efhd1	87264364	87310791	1805	97	6.42191499545487
chr1	Eif2d	131153207	131173471	2290	383	19.986342074834
chr1	Eif4e2	87213914	87240488	4928	619	15.0103208153006
chr1	Eif5b	37998010	38055579	7797	1520	23.2962532265648
chr1	Elf3	135253574	135258472	2000	59	3.52526720330395
chr1	Elk4	132007605	132025684	3671	275	8.95196414322599
chr1	En1	120602487	120607991	2554	0	0
chr1	Enah	181896386	182019980	12347	888	8.59451833227562
chr1	Epb4	119545033	119649000	7746	316	4.87505606499603
chr1	Epha4	77367185	77515088	6328	76	1.43521560056515
chr1	Ephx1	180989556	181017495	1665	800	57.4176976157818
chr1	Eprs	185363095	185428355	4850	1994	49.130755222003
chr1	Erbb4	68039966	69108059	4257	26	0.729860268319002
chr1	Ercc5	44147744	44181260	4010	207	6.16873334531399
chr1	Espnl	91322075	91348303	5442	0	0
chr1	Esrrg	187609006	188214884	5580	92	1.97026051092864
chr1	Etnk2	133363572	133380319	2280	16	0.838600583598918
chr1	Exo1	175880778	175911396	5506	174	3.77644414644664
chr1	Eya1	14168958	14310199	4345	298	8.19589730322855
chr1	F11r	171437561	171464593	2482	353	16.9958524804531
chr1	F13b	139501707	139523756	2378	0	0
chr1	F5	164151859	164220274	7406	1234	19.9113853123078
chr1	Faim3	130865777	130880790	1491	0	0
chr1	Fam117b	59913006	59985348	5534	234	5.05297008675568
chr1	Fam124b	80198699	80213944	2862	0	0
chr1	Fam126b	58522806	58586333	8695	235	3.22974549088773
chr1	Fam129a	151571373	151719347	3939	1216	36.8907613927445
chr1	Fam132b	91366430	91374217	2815	78	3.31120621197228
chr1	Fam134a	75142786	75147909	2557	875	40.8928471910403
chr1	Fam135a	24010758	24100341	6467	567	10.4773203422504
chr1	Fam150a	6359331	6394731	858	0	0
chr1	Fam163a	156075956	156205026	3892	8	0.245633264466281
chr1	Fam168b	34813218	34843050	5080	1427	33.568372475075
chr1	Fam174a	95313628	95335284	2107	124	7.03278230289173
chr1	Fam178b	36562696	36683183	2569	5	0.23258190572761
chr1	Fam20b	156678571	156718910	4238	1883	53.0957050721186
chr1	Fam71a	191162584	191164817	2234	0	0
chr1	Fam72a	131527989	131539872	2105	22	1.24893721120314
chr1	Fam78b	167001417	167091302	4986	376	9.01167654818092
chr1	Farp2	93512104	93621976	3912	122	3.72675642788016
chr1	Farsb	78417958	78488897	2539	565	26.5922920389948
chr1	Fasl	161780692	161788495	1934	0	0
chr1	Fastkd2	63730625	63753385	3205	163	6.07756475992008
chr1	Fbxo28	182313102	182341606	4913	317	7.71049966672545
chr1	Fbxo36	84839841	84900486	900	26	3.45223906914888
chr1	Fcamr	130800902	130814740	1911	8	0.500264084407518
chr1	Fcer1a	173221271	173227229	1026	0	0
chr1	Fcer1g	171229572	171234349	658	275	49.9432528416149
chr1	Fcgr2b	170960559	170976071	1546	378	29.2181244731926
chr1	Fcgr3	171051169	171059403	1353	455	40.1868184324426
chr1	Fcgr4	171018926	171029761	1250	23	2.19881073019636
chr1	Fcrl6	172596640	172602551	1914	0	0
chr1	Fcrla	170917594	170927583	1727	0	0
